StockCode,Description,Total_Quantity_Sold,Total_Revenue,Number_of_Orders,Unique_Customers
23348,CHILDRENS TOY COOKING UTENSIL SET,676,1363.16,122,95
22047,EMPIRE GIFT WRAP,3350,1363.0,105,93
22731,3D CHRISTMAS STAMPS STICKERS ,1075,1361.95,105,85
22436,12 COLOURED PARTY BALLOONS,2089,1359.65,139,105
22445,PENCIL CASE LIFE IS BEAUTIFUL,469,1359.35,93,72
23086,ZINC  STAR T-LIGHT HOLDER ,1183,1357.79,35,30
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,880,1357.44,90,80
22498,WOODEN REGATTA BUNTING,228,1356.6,96,68
21055,TOOL BOX SOFT TOY ,144,1350.24,82,63
21714,CITRONELLA CANDLE GARDEN POT,1079,1348.75,126,106
23414,ZINC BOX SIGN HOME,139,1348.01,62,58
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3291,1347.66,163,127
22583,PACK OF 6 HANDBAG GIFT BOXES,528,1346.4,77,73
23334,IVORY WICKER HEART SMALL,2154,1345.5,95,83
85040A,S/4 PINK FLOWER CANDLES IN BOWL,805,1344.89,125,86
21537,RED RETROSPOT PUDDING BOWL,326,1337.5,57,50
22358,KINGS CHOICE TEA CADDY ,454,1335.38,110,87
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,651,1333.15,130,106
22357,KINGS CHOICE BISCUIT TIN,324,1332.6,87,69
23104,IVORY CAFE HANGING LAMP ,114,1330.5,43,37
23250,VINTAGE RED TRIM ENAMEL BOWL ,1079,1328.59,87,63
23232,WRAP VINTAGE PETALS  DESIGN,3275,1327.5,104,95
22714,CARD BIRTHDAY COWBOY,3367,1324.89,155,125
23470,CARD HOLDER LOVE BIRD LARGE ,220,1323.4,75,70
22199,FRYING PAN RED RETROSPOT,382,1323.0,97,71
85232B,SET OF 3 BABUSHKA STACKING TINS,267,1321.65,9,7
21519,GIN & TONIC DIET GREETING CARD ,3217,1320.9,191,100
23034,DRAWER KNOB CERAMIC BLACK,935,1314.95,78,57
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,687,1314.78,91,51
21232,STRAWBERRY CERAMIC TRINKET POT,1036,1312.04,75,57
21578,WOODLAND DESIGN  COTTON TOTE BAG,583,1311.75,82,68
90057,DIAMANTE RING ASSORTED IN BOX.,1008,1311.36,22,21
21829,DINOSAUR KEYRINGS ASSORTED,6354,1310.25,131,104
22285,HANGING HEN ON NEST DECORATION,794,1310.1,87,72
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1130,1309.9,87,71
22818,CARD CHRISTMAS VILLAGE,3138,1309.32,162,151
22982,PANTRY PASTRY BRUSH,1044,1307.05,146,120
22696,WICKER WREATH LARGE,692,1303.46,123,108
22076,6 RIBBONS EMPIRE  ,1034,1302.72,113,96
20961,STRAWBERRY BATH SPONGE ,1026,1301.86,127,82
22600,CHRISTMAS RETROSPOT STAR WOOD,1538,1301.84,143,120
22676,FRENCH BLUE METAL DOOR SIGN 1,1038,1301.14,138,61
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1603,1301.05,74,68
21705,BAG 500g SWIRLY MARBLES,1377,1299.21,110,89
23057,BEADED CHANDELIER T-LIGHT HOLDER,596,1298.44,34,31
21832,CHOCOLATE CALCULATOR,779,1296.83,115,83
22071,SMALL WHITE RETROSPOT MUG IN BOX ,710,1295.04,72,64
22949,36 DOILIES DOLLY GIRL,893,1294.85,74,71
22306,SILVER MUG BONE CHINA TREE OF LIFE,1126,1290.57,99,85
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",788,1290.3,50,46
84510A,SET OF 4 ENGLISH ROSE COASTERS,1058,1289.34,144,100
22713,CARD I LOVE LONDON ,3249,1286.92,149,109
23055,IVORY CHANDELIER T-LIGHT HOLDER,560,1286.72,36,33
22939,APRON APPLE DELIGHT,267,1286.65,62,52
22948,METAL DECORATION NAUGHTY CHILDREN ,1454,1284.86,98,69
21039,RED RETROSPOT SHOPPING BAG,510,1284.66,77,57
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1022,1282.34,112,77
35953,FOLKART STAR CHRISTMAS DECORATIONS,3016,1281.16,85,81
22503,CABIN BAG VINTAGE PAISLEY,64,1279.2,16,15
22227,HANGING HEART MIRROR DECORATION ,1969,1276.85,170,83
23119,PACK OF 6 LARGE FRUIT STRAWS ,2155,1275.71,116,97
23000,TRAVEL CARD WALLET TRANSPORT,3042,1274.76,205,125
23538,WALL ART VINTAGE HEART,326,1273.92,27,25
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,1272.9,39,33
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,315,1271.67,55,44
21470,FLOWER VINE RAFFIA FOOD COVER,336,1271.13,114,77
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3413,1270.59,144,127
21686,MEDINA STAMPED METAL STOOL,33,1268.35,18,6
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,295,1267.99,73,48
22716,CARD CIRCUS PARADE,3076,1267.23,214,167
35924,HANGING FAIRY CAKE DECORATION,724,1262.1,31,25
22130,PARTY CONE CHRISTMAS DECORATION ,1505,1260.53,88,78
84580,MOUSE TOY WITH PINK T-SHIRT,334,1256.3,120,91
23469,CARD HOLDER LOVE BIRD SMALL,320,1255.76,63,61
23249,VINTAGE RED ENAMEL TRIM PLATE,778,1254.9,67,56
21987,PACK OF 6 SKULL PAPER CUPS,2050,1254.74,147,106
21328,BALLOONS  WRITING SET ,755,1253.95,187,135
22304,COFFEE MUG BLUE PAISLEY DESIGN,738,1252.76,47,38
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2730,1251.61,161,123
22461,SAVOY ART DECO CLOCK,231,1251.25,45,35
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,374,1250.84,63,53
21897,POTTING SHED CANDLE CITRONELLA,402,1250.82,2,1
84795B,SUNSET CHECK HAMMOCK,167,1249.65,40,33
23040,PAPER LANTERN 9 POINT SNOW STAR ,234,1249.5,32,30
21619,4 VANILLA BOTANICAL CANDLES,896,1247.5,121,99
22335,HEART DECORATION PAINTED ZINC ,2018,1246.3,123,88
22911,PAPER CHAIN KIT LONDON,437,1243.99,81,68
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,336,1242.72,94,79
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1563,1241.66,88,86
23221,REINDEER HEART DECORATION SILVER,1461,1241.59,110,85
21793,CLASSIC FRENCH STYLE BASKET BROWN,296,1240.44,66,57
71038,WHITE HANGING BEADS CANDLE HOLDER,238,1239.5,47,34
22473,TV DINNER TRAY VINTAGE PAISLEY,437,1239.39,79,58
23505,PLAYING CARDS I LOVE LONDON ,1058,1238.5,104,93
23237,SET OF 4 KNICK KNACK TINS LEAVES ,304,1237.2,53,51
22742,MAKE YOUR OWN PLAYTIME CARD KIT,624,1236.24,88,77
21577,SAVE THE PLANET COTTON TOTE BAG,549,1235.25,116,94
22419,LIPSTICK PEN RED,2803,1232.34,157,94
22299,PIG KEYRING WITH LIGHT & SOUND ,1316,1231.34,42,38
15044A,PINK PAPER PARASOL ,422,1230.58,78,53
22208,WOOD STAMP SET THANK YOU,1283,1229.12,199,148
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,977,1228.25,106,84
85054,FRENCH ENAMEL POT W LID,549,1227.41,87,66
22922,FRIDGE MAGNETS US DINER ASSORTED,1482,1226.4,88,73
22472,TV DINNER TRAY DOLLY GIRL,291,1224.17,80,58
22363,GLASS JAR MARMALADE ,453,1223.99,57,46
22770,MIRROR CORNICE,83,1223.25,55,44
22912,YELLOW COAT RACK PARIS FASHION,270,1222.74,90,74
22905,CALENDAR IN SEASON DESIGN,477,1222.54,67,50
21422,PORCELAIN ROSE SMALL,1560,1218.36,46,32
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1418,1217.78,125,102
22449,SILK PURSE BABUSHKA PINK,364,1214.33,87,65
21123,SET/10 IVORY POLKADOT PARTY CANDLES,973,1213.31,97,66
22475,SKULL DESIGN TV DINNER TRAY,278,1211.1,109,49
22200,FRYING PAN PINK POLKADOT,326,1209.54,76,51
21528,DAIRY MAID TRADITIONAL TEAPOT ,176,1209.2,86,62
22443,GROW YOUR OWN HERBS SET OF 3,152,1208.4,80,60
22609,PENS ASSORTED SPACEBALL,5564,1206.2,118,89
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,243,1202.85,82,59
23138,SINGLE WIRE HOOK IVORY HEART,870,1201.9,75,60
23536,WALL ART VILLAGE SHOW ,227,1201.61,56,53
23444,Next Day Carriage,79,1200.0,79,63
22929,SCHOOL DESK AND CHAIR ,19,1199.75,13,13
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,94,1198.5,48,36
22028,PENNY FARTHING BIRTHDAY CARD,2903,1198.45,185,124
21615,4 LAVENDER BOTANICAL DINNER CANDLES,839,1193.75,100,86
22917,HERB MARKER ROSEMARY,1851,1191.15,190,132
21864,UNION JACK FLAG PASSPORT COVER ,609,1190.34,96,65
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1212,1190.0,94,78
21620,SET OF 4 ROSE BOTANICAL CANDLES,795,1188.75,124,97
21813,GARLAND WITH STARS AND BELLS,250,1187.1,40,38
21624,VINTAGE UNION JACK DOORSTOP,203,1184.85,82,72
22293,HANGING CHICK GREEN DECORATION,817,1184.65,82,63
22664,TOY TIDY DOLLY GIRL DESIGN,642,1178.18,102,62
22442,GROW YOUR OWN FLOWERS SET OF 3,292,1177.8,74,68
23366,SET 12 COLOURING PENCILS DOILY,1870,1177.1,137,112
23598,PAPER BUNTING VINTAGE PARTY,420,1175.0,42,40
22439,6 ROCKET BALLOONS ,1762,1172.9,156,116
22711,WRAP CIRCUS PARADE,2827,1171.34,100,89
22168,ORGANISER WOOD ANTIQUE WHITE ,139,1171.3,75,69
51014C,"FEATHER PEN,COAL BLACK",2438,1170.9,110,71
22916,HERB MARKER THYME,1816,1168.4,186,130
21902,"KEY FOB , FRONT  DOOR ",1902,1168.28,161,114
23071,MARIE ANTOINETTE TRINKET BOX GOLD,312,1167.6,16,15
23392,SPACEBOY ROCKET LOLLY MAKERS,587,1165.28,78,70
20984,12 PENCILS TALL TUBE POSY,3782,1161.18,167,135
22318,FIVE HEART HANGING DECORATION,396,1161.0,89,67
20985,HEART CALCULATOR,1013,1155.88,87,65
22575,METAL MERRY CHRISTMAS WREATH,619,1154.25,76,61
21382,SET/4 SPRING FLOWER DECORATION,1040,1151.8,93,64
22613,PACK OF 20 SPACEBOY NAPKINS,1488,1150.38,114,82
22708,WRAP DOLLY GIRL,2775,1149.5,99,79
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2729,1147.0,221,140
84813,SET OF 4 DIAMOND NAPKIN RINGS,145,1146.97,22,20
21211,SET OF 72 SKULL PAPER  DOILIES,815,1143.35,66,58
21913,VINTAGE SEASIDE JIGSAW PUZZLES,305,1142.53,89,72
21742,LARGE ROUND WICKER PLATTER ,192,1142.4,89,75
37342,POLKADOT COFFEE CUP & SAUCER PINK,1435,1142.29,63,50
21899,"KEY FOB , GARAGE DESIGN",1870,1140.62,103,89
21901,"KEY FOB , BACK DOOR ",1742,1140.26,234,143
10133,COLOURING PENCILS BROWN TUBE,2373,1138.99,122,101
23142,IVORY WIRE KITCHEN ORGANISER,116,1137.65,36,34
23067,HANGING ENGRAVED METAL HEART,274,1137.1,71,63
85159B,"WHITE TEA,COFFEE,SUGAR JARS",622,1134.5,59,45
15039,SANDALWOOD FAN,1558,1132.3,70,58
22977,DOLLY GIRL CHILDRENS EGG CUP,904,1131.21,111,98
21986,PACK OF 12 PINK POLKADOT TISSUES,3985,1129.79,155,118
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,228,1129.63,68,53
23559,WOODLAND BUNNIES LOLLY MAKERS,563,1129.28,75,69
21012,ANTIQUE ALL GLASS CANDLESTICK,565,1129.1,80,66
23507,MINI PLAYING CARDS BUFFALO BILL ,2839,1128.18,101,91
23405,HOME SWEET HOME 2 DRAWER CABINET,235,1128.05,57,54
21361,LOVE LARGE WOOD LETTERS ,91,1127.85,54,42
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,1125.94,57,50
22650,CERAMIC PIRATE CHEST MONEY BANK,791,1122.95,106,78
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,365,1122.19,80,66
22918,HERB MARKER PARSLEY,1771,1119.15,187,130
21352,EUCALYPTUS & PINECONE  WREATH,311,1118.65,37,35
21175,GIN AND TONIC DIET METAL SIGN,474,1118.46,37,34
23431,NATURAL HANGING QUILTED HEARTS ,1427,1113.13,67,63
22060,LARGE CAKE STAND HANGING HEARTS,231,1111.05,34,31
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,447,1107.01,105,78
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,537,1106.55,81,56
23506,MINI PLAYING CARDS SPACEBOY ,2694,1106.28,127,114
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,757,1104.89,76,51
22754,SMALL RED BABUSHKA NOTEBOOK ,1800,1104.74,194,120
15058A,BLUE POLKADOT GARDEN PARASOL,148,1104.6,51,40
22915,ASSORTED BOTTLE TOP  MAGNETS ,2928,1104.36,133,110
22494,EMERGENCY FIRST AID TIN ,890,1102.64,119,79
23061,VINTAGE EMBOSSED HEART,886,1102.46,84,72
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,800,1102.4,56,47
22334,DINOSAUR PARTY BAG + STICKER SET,684,1101.44,91,77
22320,BIRDS MOBILE VINTAGE DESIGN,183,1100.21,69,56
23072,MARIE ANTOINETTE TRINKET BOX SILVER,326,1099.0,22,21
22735,RIBBON REEL SOCKS AND MITTENS,668,1097.88,86,73
85227,SET OF 6 3D KIT CARDS FOR KIDS,1311,1097.73,147,115
22452,MEASURING TAPE BABUSHKA PINK,388,1094.8,66,53
21395,BLUE POLKADOT BEAKER ,2806,1094.34,78,63
21616,4 PEAR BOTANICAL DINNER CANDLES,755,1093.75,104,84
22471,TV DINNER TRAY AIR HOSTESS ,359,1092.73,64,53
22677,FRENCH BLUE METAL DOOR SIGN 2,874,1092.51,113,59
23225,CHERUB HEART DECORATION SILVER ,1296,1089.6,69,46
47480,HANGING PHOTO CLIP ROPE LADDER,690,1089.58,52,29
22603,CHRISTMAS RETROSPOT TREE WOOD,1293,1088.13,125,111
82578,KITCHEN METAL SIGN,1954,1087.46,220,142
23539,WALL ART LOVES' SECRET ,229,1082.11,33,31
84884A,ANT WHITE WIRE HEART SPIRAL,286,1076.66,64,52
21700,BIG DOUGHNUT FRIDGE MAGNETS,1266,1076.1,85,58
23515,EMBROIDERED RIBBON REEL DAISY ,558,1075.38,59,58
21830,ASSORTED CREEPY CRAWLIES,2551,1073.47,88,63
23513,EMBROIDERED RIBBON REEL SUSIE ,556,1072.96,62,59
22919,HERB MARKER MINT,1665,1070.25,191,132
21820,GLITTER HEART GARLAND WITH BELLS ,288,1068.59,58,49
22073,RED RETROSPOT STORAGE JAR,298,1067.1,45,38
23418,LAVENDER TOILETTE BOTTLE,533,1066.88,60,55
23269,SET OF 2 CERAMIC CHRISTMAS TREES,748,1065.4,76,63
22984,CARD GINGHAM ROSE ,2654,1063.66,140,91
23375,50'S CHRISTMAS PAPER GIFT BAG,1317,1059.94,88,85
21070,VINTAGE BILLBOARD MUG ,1032,1058.54,77,51
21818,GLITTER HEART DECORATION,2434,1056.34,129,104
22921,HERB MARKER CHIVES ,1643,1055.95,166,116
23529,DOLLY GIRL WALL ART,318,1055.94,11,10
21819,GLITTER CHRISTMAS STAR ,2462,1053.46,118,95
16016,LARGE CHINESE STYLE SCISSOR,1273,1053.45,65,41
23369,SET 36 COLOUR PENCILS LOVE LONDON,901,1053.29,95,80
22167, OVAL WALL MIRROR DIAMANTE ,120,1050.0,58,41
22539,MINI JIGSAW DOLLY GIRL,2821,1049.15,85,74
85132B,CHARLIE AND LOLA TABLE TINS,513,1048.35,60,44
23511,EMBROIDERED RIBBON REEL EMILY ,524,1046.42,85,83
23432,PRETTY HANGING QUILTED HEARTS,1272,1045.2,70,65
22375,AIRLINE BAG VINTAGE JET SET BROWN,250,1043.3,96,67
23542,70'S ALPHABET WALL ART,150,1043.1,15,14
22572,ROCKING HORSE GREEN CHRISTMAS ,1252,1039.24,126,114
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9,181,101
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1038.66,96,74
22802,FAUX FUR CHOCOLATE THROW,65,1035.75,34,30
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,1035.06,22,15
21464,DISCO BALL ROTATOR BATTERY OPERATED,244,1034.0,102,57
21812,GARLAND WITH HEARTS AND BELLS,217,1032.15,42,36
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1269,1031.85,75,64
22066,LOVE HEART TRINKET POT,2232,1029.14,131,99
23231,WRAP  VINTAGE DOILY ,2450,1029.0,93,80
23516,EMBROIDERED RIBBON REEL SOPHIE  ,291,1025.01,40,39
21363,HOME SMALL WOOD LETTERS,207,1024.65,90,67
21071,VINTAGE BILLBOARD DRINK ME MUG,845,1020.98,107,72
21693,SMALL HAMMERED SILVER CANDLEPOT ,346,1020.7,43,40
21179,NO JUNK MAIL METAL SIGN,1783,1019.59,166,122
23026,DRAWER KNOB VINTAGE GLASS STAR,503,1016.97,53,43
22611,VINTAGE UNION JACK SHOPPING BAG,219,1016.85,40,36
23411, TRELLIS COAT RACK,217,1016.55,46,42
23544,WALL ART MID CENTURY MODERN ,164,1015.78,20,17
84944,SET OF 6 KASHMIR FOLKART BAUBLES,563,1014.75,71,62
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,726,1013.52,76,66
23508,MINI PLAYING CARDS DOLLY GIRL ,2472,1013.04,106,95
23327,HANGING CLEAR MINI BOTTLE,1710,1012.02,34,33
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1574,1010.23,193,110
22474,SPACEBOY TV DINNER TRAY,244,1009.04,83,70
82567,"AIRLINE LOUNGE,METAL SIGN",495,1007.21,149,86
23460,SWEETHEART WALL TIDY ,108,1007.08,43,41
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1701,1005.72,144,107
23433,HANGING QUILTED PATCHWORK APPLES,1215,1003.17,82,76
23347,I LOVE LONDON BEAKER,827,999.75,70,51
21984,PACK OF 12 PINK PAISLEY TISSUES ,3294,999.6,157,123
20665,RED RETROSPOT PURSE ,340,998.2,73,58
22686,FRENCH BLUE METAL DOOR SIGN No,859,997.2,73,39
23087,ZINC  HEART T-LIGHT HOLDER,830,997.18,49,43
22203,MILK PAN RED RETROSPOT,310,996.13,91,75
23131,MISELTOE HEART WREATH CREAM,240,996.0,1,1
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2630,995.46,113,104
23102,SILVER HEARTS TABLE DECORATION,1231,995.33,139,128
21809,CHRISTMAS HANGING TREE WITH BELL,1857,993.66,85,72
23365,SET 12 COLOUR PENCILS LOVE LONDON,1529,991.45,128,107
23452,HEART MINI PORTRAIT FRAME,510,990.9,81,69
22153,ANGEL DECORATION STARS ON DRESS,2399,987.42,86,61
22362,GLASS JAR PEACOCK BATH SALTS,349,987.23,81,62
21466,RED FLOWER CROCHET FOOD COVER,267,982.49,91,71
22081,RIBBON REEL FLORA + FAUNA ,585,978.37,89,74
22608,PENS ASSORTED FUNKY JEWELED ,4897,977.89,84,63
21329,DINOSAURS  WRITING SET ,586,975.1,168,120
23041,PAPER LANTERN 9 POINT SNOW STAR,234,971.1,42,40
22152,PLACE SETTING WHITE STAR,2350,967.13,93,70
21508,VINTAGE KID DOLLY CARD ,2381,966.07,145,108
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1198,965.26,56,44
21407,BROWN CHECK CAT DOORSTOP ,233,965.0,94,79
22221,CAKE STAND LOVEBIRD 2 TIER PINK,124,964.4,44,37
22242,5 HOOK HANGER MAGIC TOADSTOOL,631,964.35,27,23
85132A,CHARLIE + LOLA BISCUITS TINS,453,963.35,51,38
22924,FRIDGE MAGNETS LA VIE EN ROSE,1170,963.3,74,63
22459,CAST IRON HOOK GARDEN TROWEL,375,962.73,15,12
22107,PIZZA PLATE IN BOX,291,962.48,69,44
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1048,961.4,94,74
23281,FOLDING BUTTERFLY MIRROR RED  ,1252,961.28,89,56
22614,PACK OF 12 SPACEBOY TISSUES,2955,960.61,170,132
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,256,960.0,75,63
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,958.32,87,81
22673,FRENCH GARDEN SIGN BLUE METAL,769,956.83,110,85
82001S,SILVER RECORD COVER FRAME,272,955.86,19,13
21355,TOAST ITS - I LOVE YOU ,772,955.4,107,95
23518,EMBROIDERED RIBBON REEL RACHEL ,357,954.93,41,40
84819,DANISH ROSE ROUND SEWING BOX,811,951.79,62,56
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,951.3,30,25
79302M,"ART LIGHTS,FUNK MONKEY",355,950.45,47,26
22757,LARGE RED BABUSHKA NOTEBOOK ,1008,949.21,113,81
22453,MEASURING TAPE BABUSHKA BLUE,333,948.75,46,38
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,947.18,57,52
22986,WRAP GINGHAM ROSE ,2276,943.92,82,69
23033,DRAWER KNOB CERAMIC RED,679,943.75,59,42
22597,MUSICAL ZINC HEART DECORATION ,2498,943.64,113,90
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2227,943.13,157,101
51014L,"FEATHER PEN,LIGHT PINK",1924,941.34,105,72
21469,POLKA DOT RAFFIA FOOD COVER,250,941.21,71,57
22589,CARDHOLDER GINGHAM STAR,323,940.49,57,46
22678,FRENCH BLUE METAL DOOR SIGN 3,750,939.93,102,59
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1120,939.52,127,85
84459B,YELLOW METAL CHICKEN HEART ,676,938.12,60,54
23533,WALL ART GARDEN HAVEN ,210,936.34,31,27
21447,12 IVORY ROSE PEG PLACE SETTINGS,749,936.25,91,56
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,221,935.33,101,81
22444,GROW YOUR OWN PLANT IN A CAN ,762,934.26,33,29
23402,HOME SWEET HOME 3 PEG HANGER ,255,934.17,51,44
21788,KIDS RAIN MAC BLUE,1199,933.53,66,59
22857,ASSORTED EASTER GIFT TAGS,1142,933.26,58,56
22995,TRAVEL CARD WALLET SUKI,2228,932.88,183,90
23525,WALL ART BUFFALO BILL ,321,932.67,29,24
23331,DECORATIVE WICKER HEART SMALL,1492,932.28,81,67
21688,SILVER PLATE CANDLE BOWL SMALL,316,932.2,39,36
21717,EASTER TIN BUCKET,405,931.95,38,34
22094,RED RETROSPOT TISSUE BOX,2081,930.04,145,117
22680,FRENCH BLUE METAL DOOR SIGN 5,743,929.97,100,61
21198,WHITE HEART CONFETTI IN TUBE,963,929.91,50,47
10125,MINI FUNKY DESIGN TAPES,1225,929.45,61,49
22046,TEA PARTY  WRAPPING PAPER ,2250,929.0,75,62
21043,APRON MODERN VINTAGE COTTON,441,927.95,57,52
22338,STAR DECORATION PAINTED ZINC ,4175,924.95,116,94
22155,STAR DECORATION RUSTIC,2201,924.42,85,67
22860,EASTER TIN CHICKS PINK DAISY,560,924.0,85,82
23527,ANIMALS AND NATURE WALL ART,267,923.97,17,16
23153,ZINC SWEETHEART WIRE LETTER RACK,248,923.63,78,67
23512,EMBROIDERED RIBBON REEL ROSIE,484,921.46,49,46
22091,EMPIRE TISSUE BOX,1937,919.67,130,97
23566,EGG CUP MILKMAID HEIDI,784,919.52,46,44
22024,RAINY LADIES BIRTHDAY CARD,2280,918.91,129,90
22540,MINI JIGSAW CIRCUS PARADE ,2451,915.78,65,50
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,450,913.74,96,62
21224,SET/4 SKULL BADGES,734,913.7,81,58
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,728,913.63,59,51
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,528,912.96,9,9
22315,200 RED + WHITE BENDY STRAWS,759,912.27,119,90
22098,BOUDOIR SQUARE TISSUE BOX,1955,910.08,143,98
23514,EMBROIDERED RIBBON REEL SALLY ,458,909.14,62,57
84313C,ORANGE TV TRAY TABLE ,461,908.15,24,17
84459A,PINK METAL CHICKEN HEART ,670,906.14,53,50
22223,CAKE PLATE LOVEBIRD PINK,315,902.85,42,34
23510,MINI PLAYING CARDS GYMKHANA,2297,901.74,95,90
22808,SET OF 6 T-LIGHTS EASTER CHICKS,320,899.8,54,51
23529,WALL ART DOLLY GIRL ,311,896.37,19,18
23419,HOME SWEET HOME BOTTLE ,437,895.04,61,56
15058C,ICE CREAM DESIGN GARDEN PARASOL,193,894.35,30,26
85114A,BLACK ENCHANTED FOREST PLACEMAT,585,893.25,42,20
22939,ADULT APRON APPLE DELIGHT,179,891.93,40,32
21679,SKULLS  STICKERS,1054,891.22,87,67
84823,DANISH ROSE FOLDING CHAIR,112,890.4,25,25
21327,SKULLS WRITING SET ,538,887.7,145,99
21354,TOAST ITS - BEST MUM,751,885.95,68,55
23528,SPACEBOY WALL ART,306,885.9,13,12
16237,SLEEPING CAT ERASERS,4595,885.45,162,109
22994,TRAVEL CARD WALLET RETROSPOT,2104,882.24,160,89
21682,LARGE MEDINA STAMPED METAL BOWL ,177,881.16,50,42
82599,FANNY'S REST STOPMETAL SIGN,421,879.18,85,67
23540,WALL ART THE MAGIC FOREST ,144,876.64,9,8
17091J,VANILLA INCENSE IN TIN,2066,876.34,87,66
21683,MEDIUM MEDINA STAMPED METAL BOWL ,297,876.15,48,39
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,873.56,59,58
15058B,PINK POLKADOT GARDEN PARASOL,115,866.25,41,32
85064,CREAM SWEETHEART LETTER RACK,205,866.05,23,20
23545,WRAP RED VINTAGE DOILY,2100,866.0,68,63
15044B,BLUE PAPER PARASOL ,307,865.65,48,36
84843,WHITE SOAP RACK WITH 2 BOTTLES,161,864.35,41,36
21389,IVORY HANGING DECORATION  BIRD,1015,862.75,94,81
23517,EMBROIDERED RIBBON REEL REBECCA ,312,860.88,51,50
47504H,ENGLISH ROSE SPIRIT LEVEL ,948,860.88,92,68
23002,TRAVEL CARD WALLET SKULLS,2052,860.4,140,85
21462,"NURSERY A,B,C PAINTED LETTERS",192,859.2,67,57
21507,"ELEPHANT, BIRTHDAY CARD, ",2114,859.08,126,95
23099,FRENCH CARRIAGE LANTERN,132,858.9,54,46
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,491,856.25,46,42
22161,HEART DECORATION RUSTIC HANGING ,4138,855.92,153,118
84558A,3D DOG PICTURE PLAYING CARDS,290,855.5,60,49
21557,SET OF 6 FUNKY BEAKERS,300,854.04,51,26
23532,WALL ART WORK REST AND PLAY  ,205,853.47,26,23
21058,PARTY INVITES WOODLAND,1046,853.22,87,68
20886,BOX OF 9 PEBBLE CANDLES,452,851.4,77,56
22695,WICKER WREATH SMALL,695,850.87,96,82
21246,RED RETROSPOT BIG BOWL,175,849.45,39,33
21617,4 LILY  BOTANICAL DINNER CANDLES,470,848.0,76,62
21391,FRENCH LAVENDER SCENT HEART,965,846.6,75,69
23525,BUFFALO BILL WALL ART ,246,845.22,15,15
22706,WRAP COWBOYS  ,2050,845.0,69,64
85180A,RED HEARTS LIGHT CHAIN ,434,844.34,37,32
22310,IVORY KNITTED MUG COSY ,531,841.79,51,29
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,826,841.56,31,26
85034A,3 GARDENIA MORRIS BOXED CANDLES,489,840.29,67,58
