Orders,Total_Spend,Avg_Order_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Products,Customer_Lifetime_Days,Recency_Days,Customer_Type
5,1698.94,36.93,768,2023-02-02 13:07:00,2023-11-07 12:41:00,34,277,32,Regular
1,189.5,18.95,82,2023-06-16 13:48:00,2023-06-16 13:48:00,10,0,175,Regular
3,409.8,4.45,138,2023-07-19 15:38:00,2023-10-13 12:38:00,83,85,57,Regular
1,209.49,13.97,311,2023-11-17 16:02:00,2023-11-17 16:02:00,15,0,21,Regular
6,2198.45,30.53,743,2022-12-05 12:13:00,2023-11-23 15:41:00,58,353,15,VIP
1,52.2,17.4,28,2023-11-20 15:36:00,2023-11-20 15:36:00,3,0,18,Regular
1,383.85,13.71,117,2023-07-03 13:27:00,2023-07-03 13:27:00,28,0,158,Regular
4,834.57,15.17,442,2023-05-08 15:22:00,2023-11-14 15:37:00,48,190,24,Regular
2,266.59,14.81,182,2023-01-26 12:15:00,2023-05-12 12:10:00,17,105,211,At Risk
4,674.82,4.09,254,2022-12-05 10:45:00,2023-12-04 11:00:00,144,364,5,Regular
1,85.0,85.0,100,2023-04-01 12:10:00,2023-04-01 12:10:00,1,0,252,At Risk
9,3385.62,16.44,1768,2022-12-08 10:39:00,2023-10-12 10:51:00,155,308,58,VIP
1,361.62,18.08,196,2023-11-28 13:21:00,2023-11-28 13:21:00,20,0,10,Regular
1,312.98,34.78,182,2023-10-06 08:25:00,2023-10-06 08:25:00,9,0,64,Regular
3,865.06,15.73,388,2022-12-14 16:07:00,2023-11-15 12:07:00,55,335,24,Regular
3,1255.0,251.0,3700,2022-12-08 15:10:00,2023-09-08 12:58:00,3,273,91,Regular
2,1537.95,15.23,1016,2023-06-22 10:11:00,2023-10-19 10:59:00,97,119,51,Regular
1,1595.48,17.16,944,2023-08-02 14:04:00,2023-08-02 14:04:00,93,0,128,Regular
3,2651.46,32.73,1705,2023-02-24 17:18:00,2023-09-05 12:36:00,77,192,95,High Value
1,1090.14,47.4,312,2023-10-13 14:18:00,2023-10-13 14:18:00,23,0,56,Regular
25,8109.52,73.72,2296,2022-12-09 10:48:00,2023-12-01 09:06:00,39,356,8,VIP
3,388.5,27.75,494,2023-05-20 13:13:00,2023-06-24 10:03:00,10,34,168,Regular
1,216.17,19.65,75,2023-10-13 16:17:00,2023-10-13 16:17:00,11,0,56,Regular
1,201.16,7.18,129,2023-01-17 16:14:00,2023-01-17 16:14:00,27,0,325,At Risk
5,1245.9,16.39,591,2023-09-14 09:27:00,2023-12-08 12:57:00,58,85,0,Regular
8,2209.36,15.89,1688,2023-01-11 15:13:00,2023-11-21 16:24:00,97,314,17,VIP
1,305.78,15.29,224,2023-04-06 10:20:00,2023-04-06 10:20:00,20,0,247,At Risk
4,501.56,16.72,204,2023-02-23 12:04:00,2023-10-12 13:31:00,26,231,57,Regular
1,145.67,20.81,57,2023-09-26 14:54:00,2023-09-26 14:54:00,7,0,73,Regular
3,1005.09,16.75,501,2023-05-05 17:28:00,2023-11-08 15:48:00,51,186,30,Regular
2,3192.54,96.74,1964,2023-11-01 12:45:00,2023-12-02 16:32:00,32,31,6,High Value
4,3083.65,10.14,1709,2022-12-17 15:14:00,2023-08-08 13:53:00,234,233,122,High Value
8,2770.94,24.1,1325,2023-02-25 09:09:00,2023-12-07 13:23:00,91,285,1,VIP
13,6403.25,19.06,2806,2023-02-04 09:30:00,2023-11-17 10:49:00,155,286,22,VIP
3,389.6,16.94,140,2023-02-03 09:37:00,2023-08-12 10:08:00,21,190,119,Regular
1,540.45,30.02,180,2022-12-16 18:20:00,2022-12-16 18:20:00,18,0,357,At Risk
5,1786.79,17.18,1316,2023-02-11 15:39:00,2023-10-17 09:36:00,79,247,53,Regular
1,122.7,17.53,36,2023-10-07 10:22:00,2023-10-07 10:22:00,7,0,63,Regular
1,117.24,39.08,108,2023-09-14 15:49:00,2023-09-14 15:49:00,3,0,85,Regular
1,1271.57,36.33,463,2023-10-16 12:19:00,2023-10-16 12:19:00,35,0,54,Regular
13,3219.77,19.51,1842,2022-12-07 14:00:00,2023-11-18 13:44:00,125,345,20,VIP
20,17159.52,96.4,10118,2023-02-01 10:14:00,2023-12-06 12:50:00,72,308,3,VIP
5,1191.13,18.33,953,2023-10-06 15:28:00,2023-12-07 11:16:00,54,61,2,Regular
5,2674.48,18.83,1436,2023-03-31 17:17:00,2023-11-29 10:45:00,108,242,10,High Value
5,787.6,13.35,300,2023-03-01 13:40:00,2023-12-02 16:30:00,45,276,6,Regular
2,506.8,18.1,182,2023-05-23 08:52:00,2023-06-03 15:07:00,28,11,188,At Risk
1,243.56,15.22,126,2023-09-29 13:17:00,2023-09-29 13:17:00,16,0,70,Regular
1,349.55,18.4,147,2023-05-19 17:22:00,2023-05-19 17:22:00,19,0,203,At Risk
2,595.67,15.27,254,2023-05-05 14:41:00,2023-08-12 10:13:00,38,98,119,Regular
1,416.9,27.79,146,2023-09-08 09:13:00,2023-09-08 09:13:00,15,0,92,Regular
10,1883.81,17.13,831,2022-12-16 09:31:00,2023-12-08 15:36:00,74,357,0,Frequent
4,632.97,23.44,983,2023-04-07 12:04:00,2023-11-13 11:50:00,26,219,26,Regular
1,821.1,39.1,190,2023-02-15 11:30:00,2023-02-15 11:30:00,21,0,297,At Risk
3,564.62,20.91,354,2023-02-02 12:54:00,2023-11-16 09:44:00,25,286,23,Regular
4,2593.07,21.98,1365,2023-06-28 10:17:00,2023-11-11 16:57:00,97,136,27,High Value
1,311.16,18.3,200,2023-10-20 14:30:00,2023-10-20 14:30:00,17,0,49,Regular
1,155.93,12.99,133,2023-01-18 10:28:00,2023-01-18 10:28:00,12,0,325,At Risk
2,388.52,20.45,156,2023-03-10 09:30:00,2023-11-23 13:40:00,19,258,15,Regular
3,740.95,17.23,430,2023-03-22 10:13:00,2023-06-09 19:26:00,42,79,182,At Risk
5,2867.2,19.24,1739,2023-01-25 09:01:00,2023-09-28 14:48:00,144,246,71,High Value
2,332.64,12.79,332,2023-02-18 11:18:00,2023-11-02 13:41:00,24,257,36,Regular
4,2369.55,19.42,1478,2023-03-08 12:04:00,2023-09-21 11:49:00,104,196,79,High Value
9,2580.91,17.44,2731,2023-02-04 14:46:00,2023-10-13 15:43:00,120,251,56,VIP
2,626.45,18.98,380,2023-11-03 16:28:00,2023-11-28 10:35:00,28,24,11,Regular
2,272.04,15.11,228,2023-06-01 12:46:00,2023-10-21 09:56:00,16,141,49,Regular
2,1212.84,40.43,1140,2023-03-31 18:05:00,2023-10-21 12:25:00,30,203,49,Regular
2,384.81,13.74,474,2023-08-10 10:15:00,2023-10-11 14:24:00,24,62,58,Regular
1,172.25,24.61,93,2022-12-23 10:38:00,2022-12-23 10:38:00,7,0,351,At Risk
1,351.13,17.56,185,2023-10-17 12:33:00,2023-10-17 12:33:00,20,0,53,Regular
6,1838.85,15.72,1575,2023-09-28 15:07:00,2023-12-08 09:39:00,90,70,1,Frequent
4,678.25,16.54,331,2023-07-28 12:09:00,2023-09-08 12:47:00,28,42,92,Regular
1,223.85,20.35,104,2023-11-16 13:16:00,2023-11-16 13:16:00,11,0,22,Regular
1,348.99,16.62,214,2023-09-26 12:00:00,2023-09-26 12:00:00,21,0,74,Regular
4,464.57,17.21,129,2023-07-29 15:59:00,2023-11-29 10:33:00,23,122,10,Regular
2,842.65,93.63,143,2023-01-17 15:11:00,2023-06-23 15:26:00,8,157,168,Regular
2,337.34,19.84,274,2023-07-26 11:00:00,2023-10-13 09:45:00,15,78,57,Regular
2,1237.53,21.34,725,2023-03-04 08:43:00,2023-09-05 10:12:00,56,185,95,Regular
1,307.4,19.21,72,2023-02-18 12:02:00,2023-02-18 12:02:00,16,0,294,At Risk
2,608.79,26.47,205,2023-07-14 13:35:00,2023-08-22 14:03:00,23,39,108,Regular
1,922.1,29.75,390,2023-03-21 08:39:00,2023-03-21 08:39:00,31,0,263,At Risk
1,376.58,14.48,330,2023-06-13 08:47:00,2023-06-13 08:47:00,26,0,179,At Risk
1,158.85,17.65,123,2023-06-23 16:35:00,2023-06-23 16:35:00,9,0,168,Regular
1,71.66,10.24,70,2023-11-04 14:37:00,2023-11-04 14:37:00,7,0,34,Regular
3,568.55,12.63,847,2023-02-01 11:30:00,2023-11-16 13:33:00,43,288,22,Regular
4,839.14,17.13,516,2023-07-18 16:05:00,2023-11-22 15:15:00,39,126,16,Regular
5,5112.96,113.62,2364,2022-12-02 10:17:00,2023-11-18 09:43:00,24,350,21,High Value
3,561.57,51.05,443,2023-03-17 10:02:00,2023-09-21 13:33:00,11,188,78,Regular
1,90.6,18.12,44,2023-10-05 14:42:00,2023-10-05 14:42:00,5,0,64,Regular
1,102.0,34.0,40,2022-12-14 10:18:00,2022-12-14 10:18:00,3,0,360,At Risk
6,2427.32,15.17,2474,2023-09-06 11:55:00,2023-12-07 09:35:00,124,91,2,VIP
4,745.06,21.29,323,2023-04-07 11:29:00,2023-11-28 14:44:00,33,235,10,Regular
3,674.45,17.29,459,2023-02-18 15:21:00,2023-06-16 16:43:00,38,118,175,Regular
2,3251.07,23.73,1431,2023-04-15 09:27:00,2023-05-06 09:00:00,120,20,217,At Risk
7,3515.68,175.78,2724,2022-12-22 10:29:00,2023-12-02 16:04:00,8,345,6,VIP
2,439.92,17.6,150,2023-09-30 10:52:00,2023-12-08 12:50:00,24,69,1,Regular
2,322.96,9.79,154,2023-02-07 12:24:00,2023-07-08 17:19:00,33,151,153,Regular
5,1019.27,6.93,486,2023-03-13 12:51:00,2023-12-04 13:20:00,123,266,4,Regular
3,594.04,6.6,355,2022-12-12 13:56:00,2023-09-21 15:06:00,79,283,78,Regular
2,230.22,19.18,142,2023-09-29 12:39:00,2023-11-18 15:27:00,11,50,20,Regular
2,169.55,15.41,87,2023-04-08 11:21:00,2023-11-18 08:47:00,11,223,21,Regular
4,664.54,18.99,460,2022-12-07 09:21:00,2023-02-04 14:43:00,35,59,307,At Risk
1,80.7,40.35,42,2023-07-17 12:02:00,2023-07-17 12:02:00,2,0,145,Regular
18,9024.17,14.58,4528,2022-12-09 19:32:00,2023-12-02 15:11:00,334,357,6,VIP
8,2758.26,18.51,1844,2023-02-27 12:27:00,2023-11-21 12:06:00,118,266,18,VIP
2,190.25,12.68,187,2023-05-22 11:34:00,2023-09-30 11:54:00,15,131,70,Regular
1,264.7,24.06,109,2023-02-25 15:21:00,2023-02-25 15:21:00,11,0,286,At Risk
1,413.59,14.77,249,2023-10-21 14:41:00,2023-10-21 14:41:00,28,0,48,Regular
6,2461.24,7.48,1697,2023-03-08 12:19:00,2023-11-08 13:19:00,240,245,30,VIP
1,357.98,35.8,154,2023-05-17 09:13:00,2023-05-17 09:13:00,10,0,206,At Risk
2,196.79,13.12,315,2023-10-25 15:04:00,2023-11-25 11:36:00,14,30,14,Regular
1,869.87,16.11,639,2023-09-27 13:32:00,2023-09-27 13:32:00,54,0,72,Regular
1,200.14,18.19,172,2023-10-10 13:34:00,2023-10-10 13:34:00,11,0,59,Regular
4,1871.81,16.86,1136,2022-12-09 13:57:00,2023-10-31 16:24:00,72,326,38,Regular
12,2603.43,24.33,1183,2022-12-08 10:38:00,2023-11-10 11:06:00,91,337,29,VIP
5,920.51,57.53,679,2022-12-08 15:58:00,2023-11-13 12:38:00,14,339,26,Regular
15,7060.13,20.23,3445,2023-03-20 13:48:00,2023-12-05 17:06:00,108,260,3,VIP
1,320.46,24.65,430,2023-11-22 15:00:00,2023-11-22 15:00:00,12,0,16,Regular
6,4147.96,17.73,3044,2023-03-30 11:48:00,2023-11-20 10:15:00,188,234,19,VIP
2,1266.08,30.88,1313,2023-04-14 15:39:00,2023-10-05 09:47:00,33,173,65,Regular
1,311.3,19.46,190,2023-05-10 15:19:00,2023-05-10 15:19:00,16,0,212,At Risk
6,852.88,10.4,995,2023-07-19 12:58:00,2023-11-27 16:18:00,58,131,11,Frequent
1,76.8,15.36,64,2023-11-09 15:23:00,2023-11-09 15:23:00,5,0,29,Regular
9,3466.36,28.65,900,2023-01-13 10:43:00,2023-10-28 09:06:00,66,287,42,VIP
6,2274.14,15.37,932,2023-07-14 18:28:00,2023-12-06 11:05:00,122,144,3,VIP
5,1393.69,16.21,879,2023-04-08 08:20:00,2023-11-24 14:22:00,55,230,14,Regular
12,3901.81,18.76,2243,2022-12-13 11:23:00,2023-11-29 13:40:00,102,351,9,VIP
1,635.66,42.38,710,2023-05-12 16:50:00,2023-05-12 16:50:00,15,0,210,At Risk
3,2043.08,52.39,962,2022-12-01 12:58:00,2023-10-25 10:31:00,34,327,45,Regular
2,529.73,11.27,877,2023-07-06 14:59:00,2023-07-28 15:55:00,47,22,133,Regular
7,4582.64,26.8,2668,2023-02-24 09:28:00,2023-10-27 14:40:00,102,245,42,VIP
5,2874.72,34.22,2478,2023-05-08 10:33:00,2023-11-30 12:41:00,53,206,9,High Value
3,962.19,32.07,641,2023-01-31 15:11:00,2023-08-16 09:39:00,22,196,115,Regular
2,695.61,16.56,365,2023-05-18 13:00:00,2023-05-25 15:47:00,42,7,197,At Risk
1,328.8,29.89,160,2023-03-07 12:26:00,2023-03-07 12:26:00,11,0,277,At Risk
3,473.02,13.91,462,2023-03-09 08:59:00,2023-08-21 15:01:00,30,165,109,Regular
1,505.18,12.95,1076,2023-09-23 13:18:00,2023-09-23 13:18:00,39,0,76,Regular
1,917.34,45.87,378,2023-10-18 10:02:00,2023-10-18 10:02:00,20,0,52,Regular
4,4341.21,26.96,2125,2022-12-17 14:21:00,2023-07-01 11:29:00,154,195,161,High Value
3,1421.61,21.54,1037,2023-07-24 15:39:00,2023-10-24 10:13:00,37,91,46,Regular
2,642.8,16.48,441,2023-09-12 15:32:00,2023-11-23 09:22:00,37,71,16,Regular
3,631.9,28.72,192,2023-03-28 15:10:00,2023-07-07 15:46:00,22,101,154,Regular
1,440.0,15.71,487,2023-04-28 14:39:00,2023-04-28 14:39:00,28,0,224,At Risk
2,584.07,18.84,345,2023-04-03 15:50:00,2023-12-02 13:58:00,30,242,6,Regular
2,327.7,20.48,150,2023-08-07 13:31:00,2023-08-10 11:30:00,16,2,121,Regular
1,104.82,17.47,62,2023-10-10 09:01:00,2023-10-10 09:01:00,6,0,60,Regular
2,467.66,31.18,198,2023-07-18 16:57:00,2023-10-07 14:46:00,15,80,62,Regular
8,2358.84,9.75,1478,2022-12-08 16:11:00,2023-11-21 16:48:00,210,348,17,VIP
19,17286.86,69.15,5788,2022-12-02 16:34:00,2023-12-02 17:13:00,119,365,6,VIP
11,2975.59,20.81,2032,2022-12-08 10:53:00,2023-12-07 15:23:00,53,364,1,VIP
3,648.89,7.55,420,2023-07-05 13:06:00,2023-11-17 14:02:00,82,135,21,Regular
5,1428.02,21.64,739,2023-02-15 12:48:00,2023-11-11 10:03:00,41,268,28,Regular
1,626.65,16.49,268,2023-02-28 09:26:00,2023-02-28 09:26:00,38,0,284,At Risk
2,147.2,5.26,46,2022-12-10 11:39:00,2023-06-16 13:57:00,27,188,175,Regular
3,1560.38,16.96,965,2023-05-16 14:05:00,2023-09-22 13:37:00,64,128,77,Regular
1,152.2,25.37,92,2023-11-06 13:48:00,2023-11-06 13:48:00,6,0,32,Regular
12,3560.32,15.55,1544,2023-01-12 14:57:00,2023-10-30 12:42:00,146,290,40,VIP
1,141.41,6.73,94,2023-03-18 13:25:00,2023-03-18 13:25:00,21,0,265,At Risk
4,646.42,3.14,304,2023-02-03 11:39:00,2023-11-13 12:05:00,165,283,26,Regular
4,1659.75,276.62,535,2022-12-01 11:32:00,2023-08-22 15:27:00,4,264,108,Regular
1,154.99,11.07,460,2023-02-28 14:48:00,2023-02-28 14:48:00,14,0,283,At Risk
5,1308.61,40.89,381,2022-12-02 10:09:00,2023-12-01 11:43:00,22,364,8,Regular
1,409.93,4.82,288,2023-02-07 14:53:00,2023-02-07 14:53:00,83,0,304,At Risk
4,5578.72,11.67,3808,2023-01-26 11:27:00,2023-11-23 12:20:00,348,301,16,High Value
2,746.36,13.82,689,2023-08-25 13:46:00,2023-11-08 10:00:00,49,74,31,Regular
23,15610.39,74.34,3756,2022-12-08 12:49:00,2023-12-09 10:20:00,52,365,0,VIP
1,225.36,4.02,89,2023-11-20 12:30:00,2023-11-20 12:30:00,56,0,19,Regular
2,260.25,65.06,215,2023-07-03 12:21:00,2023-08-07 14:27:00,2,35,123,Regular
1,92.46,15.41,62,2023-10-05 15:49:00,2023-10-05 15:49:00,6,0,64,Regular
1,725.64,72.56,216,2023-08-25 15:04:00,2023-08-25 15:04:00,10,0,105,Regular
23,8152.71,7.49,4252,2023-02-28 15:19:00,2023-12-08 13:36:00,320,282,0,VIP
17,6211.66,21.95,4873,2022-12-14 12:11:00,2023-11-16 10:32:00,179,336,23,VIP
1,183.6,22.95,128,2023-03-18 10:06:00,2023-03-18 10:06:00,8,0,266,At Risk
19,6140.42,30.4,5386,2022-12-02 12:11:00,2023-12-05 12:29:00,86,368,4,VIP
12,10464.85,94.28,5593,2022-12-10 15:56:00,2023-11-30 10:04:00,60,354,9,VIP
5,1334.34,17.33,1772,2023-03-10 12:59:00,2023-11-10 13:14:00,59,245,28,Regular
1,152.55,21.79,45,2023-03-18 12:21:00,2023-03-18 12:21:00,7,0,266,At Risk
2,374.7,7.21,361,2023-09-04 12:00:00,2023-10-07 10:21:00,51,32,63,Regular
1,265.85,11.08,73,2023-01-23 16:02:00,2023-01-23 16:02:00,22,0,319,At Risk
8,1437.57,4.45,994,2023-03-20 11:33:00,2023-12-06 12:27:00,271,261,3,Frequent
1,151.04,11.62,130,2023-11-07 15:49:00,2023-11-07 15:49:00,13,0,31,Regular
3,942.26,21.91,754,2023-03-23 16:35:00,2023-12-05 08:38:00,33,256,4,Regular
1,118.67,2.7,79,2023-08-02 15:19:00,2023-08-02 15:19:00,43,0,128,Regular
5,499.42,11.89,268,2023-03-10 15:52:00,2023-10-30 12:35:00,33,233,40,Regular
6,1049.37,16.14,310,2022-12-01 12:54:00,2023-08-30 12:16:00,46,271,101,Frequent
1,375.1,31.26,301,2023-08-07 12:10:00,2023-08-07 12:10:00,12,0,124,Regular
1,45.6,11.4,48,2023-11-07 11:09:00,2023-11-07 11:09:00,4,0,32,Regular
2,921.62,6.14,592,2022-12-05 15:47:00,2023-02-10 16:17:00,126,67,301,At Risk
1,182.25,6.28,110,2022-12-10 11:02:00,2022-12-10 11:02:00,28,0,364,At Risk
9,1002.9,5.67,705,2022-12-03 12:24:00,2023-12-05 13:14:00,162,367,3,Frequent
18,4421.29,9.87,3177,2022-12-06 12:39:00,2023-12-07 13:46:00,272,366,1,VIP
1,191.47,2.82,250,2023-12-07 12:41:00,2023-12-07 12:41:00,61,0,2,Regular
13,50491.81,85.72,12665,2023-01-21 13:07:00,2023-11-29 16:16:00,379,312,9,VIP
1,158.75,12.21,133,2023-10-14 10:38:00,2023-10-14 10:38:00,13,0,56,Regular
1,76.32,76.32,72,2023-01-19 10:51:00,2023-01-19 10:51:00,1,0,324,At Risk
14,4076.91,19.05,2066,2022-12-16 15:47:00,2023-12-02 12:13:00,117,350,7,VIP
1,433.86,4.34,391,2023-11-27 16:27:00,2023-11-27 16:27:00,95,0,11,Regular
17,65164.79,12.75,16352,2023-08-30 10:49:00,2023-12-05 17:17:00,1119,97,3,VIP
1,147.35,7.02,104,2023-11-03 10:13:00,2023-11-03 10:13:00,21,0,36,Regular
11,3104.17,12.42,2179,2022-12-20 11:14:00,2023-11-23 13:53:00,167,338,15,VIP
1,191.95,7.68,63,2023-07-25 11:01:00,2023-07-25 11:01:00,24,0,137,Regular
6,5976.79,170.77,6942,2023-01-17 13:09:00,2023-09-27 12:28:00,15,252,73,VIP
5,1105.88,19.07,769,2023-10-26 12:46:00,2023-12-04 15:38:00,35,39,4,Regular
2,216.21,10.3,72,2023-06-27 12:49:00,2023-07-08 12:50:00,21,11,154,Regular
1,1266.23,17.11,800,2023-04-14 17:58:00,2023-04-14 17:58:00,74,0,238,At Risk
7,2703.23,21.98,1793,2022-12-10 13:29:00,2023-10-19 12:12:00,61,312,51,VIP
2,597.91,17.59,381,2023-08-30 11:32:00,2023-11-09 10:41:00,33,70,30,Regular
1,144.2,16.02,88,2023-09-28 10:18:00,2023-09-28 10:18:00,9,0,72,Regular
12,5683.15,36.67,2445,2023-03-18 09:59:00,2023-12-06 12:26:00,94,263,3,VIP
4,692.85,69.28,458,2023-04-12 11:36:00,2023-11-25 13:44:00,10,227,13,Regular
7,2915.15,18.22,1651,2023-03-09 11:28:00,2023-11-17 12:30:00,117,253,22,VIP
4,1840.42,54.13,745,2022-12-20 12:14:00,2023-12-06 12:18:00,26,351,3,Regular
2,386.53,25.77,101,2023-01-13 11:05:00,2023-03-11 09:42:00,15,56,273,At Risk
5,1382.74,19.2,707,2023-08-10 12:44:00,2023-11-20 10:29:00,61,101,19,Regular
1,90.0,30.0,72,2023-07-19 09:49:00,2023-07-19 09:49:00,3,0,143,Regular
4,2780.15,17.49,2082,2023-10-11 10:39:00,2023-12-06 12:19:00,148,56,3,High Value
1,419.58,83.92,1618,2023-09-16 13:32:00,2023-09-16 13:32:00,4,0,83,Regular
3,2720.63,16.39,1628,2023-09-22 15:40:00,2023-11-29 12:47:00,159,67,10,High Value
3,706.13,47.08,508,2023-11-29 12:21:00,2023-12-02 11:45:00,14,2,7,Regular
3,709.71,16.13,321,2023-02-02 12:26:00,2023-08-09 10:49:00,39,187,122,Regular
2,637.5,13.86,564,2023-03-29 10:49:00,2023-10-10 12:00:00,40,195,60,Regular
5,1123.86,21.61,592,2023-03-24 08:44:00,2023-12-08 11:02:00,31,259,1,Regular
1,480.91,7.29,257,2023-01-24 16:05:00,2023-01-24 16:05:00,66,0,318,At Risk
11,3586.03,17.93,3368,2023-06-09 12:04:00,2023-12-07 13:35:00,100,181,1,VIP
3,605.64,21.63,348,2023-01-28 11:27:00,2023-08-02 11:34:00,25,186,129,Regular
15,4690.31,35.0,3850,2022-12-02 10:27:00,2023-12-08 11:38:00,95,371,1,VIP
2,965.88,21.0,600,2023-10-07 09:38:00,2023-12-08 12:44:00,40,62,1,Regular
1,415.82,15.99,510,2023-10-24 13:34:00,2023-10-24 13:34:00,26,0,45,Regular
2,935.05,14.17,811,2023-11-08 11:20:00,2023-12-06 09:05:00,60,27,3,Regular
4,915.13,22.88,355,2023-08-26 14:40:00,2023-12-07 09:53:00,27,102,2,Regular
1,311.81,14.17,313,2022-12-01 16:33:00,2022-12-01 16:33:00,22,0,372,At Risk
1,115.8,16.54,30,2023-07-29 09:48:00,2023-07-29 09:48:00,7,0,133,Regular
4,3742.2,340.2,756,2023-05-06 13:01:00,2023-10-24 12:10:00,6,170,46,High Value
5,4191.0,19.96,2437,2022-12-17 15:52:00,2023-12-01 10:18:00,183,348,8,High Value
2,483.4,96.68,108,2023-02-27 11:42:00,2023-09-22 18:10:00,4,207,77,Regular
1,157.2,52.4,16,2023-04-20 12:02:00,2023-04-20 12:02:00,3,0,233,At Risk
1,446.62,15.95,218,2023-05-03 09:44:00,2023-05-03 09:44:00,28,0,220,At Risk
2,658.64,25.33,496,2022-12-15 10:04:00,2023-11-04 10:05:00,23,324,35,Regular
2,621.29,12.68,711,2023-04-19 15:46:00,2023-09-25 12:54:00,47,158,74,Regular
2,1345.62,25.88,465,2023-04-14 15:58:00,2023-04-14 16:26:00,52,0,238,At Risk
1,118.75,19.79,25,2023-03-18 14:13:00,2023-03-18 14:13:00,6,0,265,At Risk
55,117210.08,84.02,57768,2022-12-03 11:48:00,2023-11-30 10:54:00,714,361,9,VIP
2,424.89,9.24,271,2023-02-27 13:04:00,2023-11-20 11:32:00,45,265,19,Regular
1,507.66,12.38,781,2023-10-30 15:08:00,2023-10-30 15:08:00,41,0,39,Regular
11,4630.35,3.94,4348,2022-12-12 11:17:00,2023-11-20 12:36:00,501,343,19,VIP
3,1097.62,10.55,450,2022-12-05 13:18:00,2023-05-08 11:41:00,87,153,215,At Risk
2,289.36,11.57,142,2023-02-20 12:32:00,2023-06-19 11:36:00,25,118,173,Regular
4,2445.91,47.04,893,2023-04-14 17:33:00,2023-09-13 15:18:00,36,151,86,High Value
2,1631.77,56.27,1033,2023-09-20 12:18:00,2023-09-30 12:24:00,28,10,70,Regular
1,120.44,5.02,53,2023-03-09 12:39:00,2023-03-09 12:39:00,23,0,275,At Risk
4,562.59,11.25,147,2023-01-12 15:44:00,2023-10-31 14:29:00,27,291,38,Regular
1,363.79,6.27,167,2023-09-02 16:43:00,2023-09-02 16:43:00,57,0,97,Regular
4,450.84,15.55,150,2023-05-04 14:03:00,2023-11-29 11:54:00,28,208,10,Regular
1,134.46,5.17,94,2023-11-06 13:17:00,2023-11-06 13:17:00,26,0,32,Regular
3,3222.3,21.63,1515,2023-01-14 12:22:00,2023-10-11 11:55:00,139,269,59,High Value
4,576.9,18.61,209,2022-12-07 11:45:00,2023-02-15 13:12:00,28,70,296,At Risk
4,549.46,13.4,204,2023-06-13 11:10:00,2023-09-14 15:11:00,37,93,85,Regular
7,1600.26,5.03,1494,2023-06-10 12:51:00,2023-12-01 12:01:00,191,173,8,Frequent
2,701.57,4.47,319,2023-10-18 14:00:00,2023-10-30 12:07:00,135,11,40,Regular
25,4748.52,19.79,719,2022-12-02 13:08:00,2023-11-29 10:56:00,112,361,10,VIP
1,452.89,18.87,127,2023-10-04 12:43:00,2023-10-04 12:43:00,24,0,66,Regular
1,197.65,65.88,6,2023-01-12 13:52:00,2023-01-12 13:52:00,3,0,330,At Risk
6,2054.36,31.61,1162,2023-02-02 13:46:00,2023-11-09 12:45:00,34,279,30,Frequent
15,4654.08,17.56,3937,2022-12-06 11:42:00,2023-12-07 15:55:00,176,366,1,VIP
13,4684.76,18.09,3662,2023-05-03 10:30:00,2023-12-08 09:23:00,145,218,1,VIP
2,853.39,20.32,445,2023-03-15 11:38:00,2023-10-03 09:34:00,35,201,67,Regular
21,11349.52,19.6,5840,2023-02-04 14:51:00,2023-12-05 10:38:00,269,303,4,VIP
2,1012.0,144.57,760,2023-04-01 16:50:00,2023-05-22 10:29:00,7,50,201,At Risk
1,335.52,55.92,142,2023-08-25 10:25:00,2023-08-25 10:25:00,6,0,106,Regular
4,701.4,17.98,290,2023-04-14 14:54:00,2023-11-21 16:35:00,35,221,17,Regular
1,185.4,92.7,28,2023-05-05 13:44:00,2023-05-05 13:44:00,2,0,217,At Risk
7,747.44,20.2,590,2022-12-15 13:25:00,2023-10-10 13:27:00,32,299,59,Frequent
1,150.61,3.86,72,2023-12-07 13:38:00,2023-12-07 13:38:00,36,0,1,Regular
2,466.7,19.45,204,2023-03-20 15:07:00,2023-11-23 10:55:00,23,247,16,Regular
1,328.16,16.41,276,2023-04-14 16:38:00,2023-04-14 16:38:00,20,0,238,At Risk
1,151.74,15.17,114,2023-09-06 12:48:00,2023-09-06 12:48:00,10,0,94,Regular
6,2073.43,23.83,691,2023-01-11 12:56:00,2023-11-29 10:18:00,55,321,10,VIP
6,1905.84,18.68,760,2022-12-03 12:43:00,2023-08-26 12:36:00,66,265,105,Frequent
9,2241.1,20.01,1242,2023-02-17 15:50:00,2023-10-17 13:23:00,87,241,52,VIP
1,1070.48,118.94,1152,2023-09-11 12:45:00,2023-09-11 12:45:00,9,0,89,Regular
5,1004.38,14.99,751,2023-03-07 12:26:00,2023-11-09 10:31:00,64,246,30,Regular
6,1789.72,16.57,1358,2022-12-06 15:34:00,2023-11-28 12:19:00,98,356,11,Frequent
4,1839.3,31.17,594,2023-11-02 10:51:00,2023-12-06 14:56:00,47,34,2,Regular
17,2004.98,20.05,689,2022-12-08 13:28:00,2023-12-08 11:53:00,78,364,1,Frequent
1,169.48,14.12,160,2023-10-28 10:00:00,2023-10-28 10:00:00,12,0,42,Regular
